SMILES,CHEMSPIDER_ID,CHEMBL_ID,CHEMBL_KNOWN_DRUG,CHEMBL_ALTERNATE_NAME,CLINICALTRIALS_DB,CONCENTRATION_uM,
O1c2c(C[C@@H](O)[C@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,65230,CHEMBL583912,No,SID50086732|(-)-Epicatechin|SID11110917|SID11112310|SID81066101|SID11112309|,3,0.1,
O1c2c(C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H]1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,58575,CHEMBL297453,No,SID49681655|SID26757738|(-)-Epigallocatechin Gallate|SID26719730|,74,10.2,
O1c2c(C[C@@H]1C(C)=C)c1O[C@H]3[C@H](c4cc(OC)c(OC)cc4OC3)C(=O)c1cc2,6500,CHEMBL429023,No,SID90340839|SID11113277|SID50107019|Canex|SID85231344|SID26753652|SID144204370|Ear Mitacide|SID26753651|Goodwinol|SID104171353|SID50107017|SID124883112|Rotenone|SID87142|SID50107018|,0,10.0,
O1c2c(C[C@H](O)[C@H]1c1cc(O)c(O)cc1)c(O)cc(O)c2,8711,CHEMBL311498,No,SID85231341|SID90341637|SID11113249|(+)-Catechin|Cianidol|SID50105958|Cianidanol|SID69414|SID26753531|,0,10.0,
O1c2c(OC1)cc-1c(CC[n+]3c-1cc1c(c3)c(OC)c(OC)cc1)c2,2263,CHEMBL295124,No,SID26753128|SID11112431|SID104171310|Berberine|,22,10.0,
O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC,2660,CHEMBL1208,Yes,SID56422419|SID90341598|SID50104193|SID85230984|SID50104192|Cinobac|SID855948|Cinoxacin|SID11110995|SID11110996|64716|,0,10.0,
O1c2c(OCC1C(=O)N1CCN(CC1)c1nc(N)c3cc(OC)c(OC)cc3n1)cccc2,3045,CHEMBL707,Yes,Cardura|Doxazosin|SID90341261|SID50105246|SID124883384|,115,-,
O1c2c([C@H]3c4cc(O)c(O)cc4C[C@@]3(O)C1)ccc(O)c2O,390940,CHEMBL477197,No,Hematoxylin|SID50109874|,11,10.0,
O1c2c([C@]3(C1=CC(=O)C(C(=O)C)=C3O)C)c(O)c(C)c(O)c2C(=O)C,21169494,CHEMBL1454474,No,SID26754336|SID11113305|,0,10.0,
O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccccc1,4444924,CHEMBL8260,No,5|6|7-Trihydroxyflavone|SID85272355|Baicalein|SID26747176|SID11113153|SID50104952|SID124882853|SID124882851|SID124882850|SID11114203|,0,10.0,
O1c2c(c(O)c(O)c(O[C@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=O)C=C1c1ccccc1,16498738,,,,0,10.0,
O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1cc(OC)c(OC)cc1,65283,CHEMBL76447,No,SID26725105|NSC-76751|SID22405484|SID26719701|SID117869|SID26749718|,0,10.0,
O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1ccc(OC)cc1,61389,CHEMBL73930,No,SID93576934|NSC-53909|SID26749867|SID104265|,0,10.0,
O1c2c(cc(cc2)C(C)C)C(=O)c2cc(C(O)=O)c(nc12)N,2076,CHEMBL1096,Yes,Aphthasol|AA-673|Amlexanox|SID50112726|CHX-3673|SID26719859|,6,10.0,
O1c2c(cc3c(oc(c3)C)c2C)C(=CC1=O)C,5383,CHEMBL1475,Yes,Trioxsalen|SID114185|Trisoralen|SID26748294|SID11112550|Trioxysalen|SID49647255|,19,10.0,
O1c2c(ccc(NC(=O)C3NC(=O)CC3)c2)C(=CC1=O)C,4277763,,,,0,10.0,
O1c2c(ccc(O)c2)C(=CC1=O)C,4444190,CHEMBL12208,No,SID11112236|SID47193740|Hymecromone|LM-94|SID74901|Cantabiline|,0,10.0,
O1c2c(ccc(O)c2)C(=O)C(O)=C1c1cc(O)c(O)cc1,4444933,CHEMBL31574,No,SID26749675|NSC-407010|SID476876|SID11113263|SID26753766|SID124883071|SID124883072|SID11113262|,0,10.0,
O1c2c(ccc(OC(=O)C)c2)C(=CC1=O)C,359,CHEMBL12019,No,SID14729425|SID67917|SID90470|4-Methyl Umbelliferone Acetate|4-Methylumbelliferyl Acetate|,0,10.0,
O1c2c(ccc3c2cccc3)C(=O)C=C1c1ccccc1,11297,CHEMBL283196,No,Alpha-Naphtholflavone|SID124882822|Alpha-Naphtoflavone|SID26754187|Alpha-Naphthoflavone|7|8-Benzoflavone|SID11113127|,0,10.0,
O1c2c(cccc2)C(=O)C(C(CC)c2ccccc2)=C1O,9524,CHEMBL16694,No,,0,10.0,
O1c2c(cccc2)C(=O)C(O)=C1c1ccccc1,10871,CHEMBL294009,No,NCI-57653|SID26749665|NSC-57653|SID93576733|,10,10.0,
O1c2c(cccc2)C(=O)c2c1cccc2,6753,CHEMBL186784,No,Xanthone|SID26749494|,0,10.0,
O1c2c(cccc2)C(O)=C(C(CC(=O)C)c2ccccc2)C1=O,10442445,CHEMBL1464,Yes,SID26754489|Jantoven|Warfarin|SID50085958|SID26748308|Coumadin|,628,10.0,
O1c2c(cccc2)C(O)=C(CC=2C(Oc3c(cccc3)C=2O)=O)C1=O,10183330,CHEMBL1466,Yes,Bishydroxycoumarin|Dicoumarol|SID11112184|Dicumarol|,0,10.0,
O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](C(C)C)(C(C)C)C)=O,4765,CHEMBL1180725,Yes,SID11111683|Propantheline|SID11112101|SID90340675|,6,10.0,
O1c2c-3c(cc(O)c2O)C(Oc2c-3c(cc(O)c2O)C1=O)=O,4445149,CHEMBL6246,No,Ellagic Acid|SID26753737|SID8139882|SID124882875|SID26748645|SID50123014|SID124882878|Benzoaric Acid|SID144204356|SID104171339|SID26748644|SID477072|SID11113162|SID26514067|,7733,10.0,
O1c2c3[C@@H](N(CCc3cc(OC)c2OC)C)Cc2cc(Oc3ccc(C[C@@H]4N(CCc5cc(OC)c1cc45)C)cc3)c(OC)cc2,65868,CHEMBL176045,No,SID124883161|SID124883162|SID124883165|SID398101|SID26754345|SID26754346|SID118059|SID26725273|NSC-77037|SID56463074|SID124883163|,0,10.0,
O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1NC2(N=C14)CCN(CC2)CC(C)C,24824093,CHEMBL1606766,No,SID17388744,0,10.0,
O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)C1=NC2(N=C14)CCN(CC2)CC(C)C,25022399,CHEMBL1332607,No,SID56323065|SID26719829|,0,10.0,
O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@]1(C)C3=O)C)C1=NC2(N=C14)CCN(CC2)CC(C)C,25022399,CHEMBL1332607,No,SID56323065|SID26719829|,0,10.0,
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(C=NN1CCN(CC1)C)c4O,10468813,CHEMBL374478,Yes,BA-41166E|L-5103-LEPETIT|Rifadin|Rifampicin|Rimactane|L-5103|Rifampin|SID144204882|BA-411661E|,147,10.0,
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(C=NN1CCN(CC1)C1CCCC1)c4O,10482075,CHEMBL1660,Yes,Rifapentine|SID144205988|MDL-473|Priftin|Rifampin|,50,10.0,
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N\N1CCN(CC1)C)c4O,10468813,CHEMBL374478,Yes,BA-41166E|L-5103-LEPETIT|Rifadin|Rifampicin|Rimactane|L-5103|Rifampin|SID144204882|BA-411661E|,147,10.0,
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@]1(C)C3=O)C)c(C=NN1CCN(CC1)C1CCCC1)c4O,10482075,CHEMBL1660,Yes,Rifapentine|SID144205988|MDL-473|Priftin|Rifampin|,50,10.0,
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)C=CO[C@]1(C)C3=O)C)c1n2c(nc14)C=C(C=C2)C,23975968,CHEMBL1309928,No,SID26719831,0,10.0,
O1c2cc(O)c(O)cc2C=CC1=O,4444764,CHEMBL244743,No,SID87294|Esculetin|6|7-Dihydroxycoumarin|SID124882249|SID26748438|SID11112320|SID855593|,0,10.0,
O1c2cc(O)c(OC)cc2C=CC1=O,4444113,CHEMBL71851,No,SID475672|SID11112240|SID56463587|NSC-405647|SID26748639|SID26753736|SID11112241|,0,10.0,
O1c2cc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C=CC1=O,4444765,CHEMBL482581,No,SID26754256|NSC-26665|,0,10.0,
O1c2cc(O)ccc2C=CC1=O,4444774,CHEMBL51628,No,SID26749818|SID89850282|SID82592|NSC-019790|,1,10.0,
O1c2cc(ccc2OC1)CN1CCN(CC1)c1ncccn1,4684,CHEMBL1371770,No,SID11111687|ET-495|EU-4200|SID90341513|Piribedil|SID11113867|SID11111688|SID104171222|,11,10.0,
O1c2cc(ccc2OC1)[C@H]1N2[C@H](Cc3c1[nH]c1c3cccc1)C(=O)N(CC2=O)C,99301,CHEMBL779,Yes,IC351|SID49666420|IC-351|Tadalafil|Cialis|SID26719828|Adcirca|,331,10.0,
O1c2cc(ccc2OC1)\C=C\C(O)C(C)(C)C,4470940,CHEMBL1983350,No,Stiripentol|BCX-2600|SID124896656|,5,10.0,
O1c2cc(ccc2OC1)\C=C\C=C\C(=O)N1CCCCC1,553590,CHEMBL43185,No,SID26748436|SID26753730|Piperine|SID56463241|,13,10.0,
O=C(C(C)(C)c1cccnc1)c1cccnc1,4030,CHEMBL934,Yes,Metopirone|Metyrapone|SID56323421|SID124881925|SID11112126|,20,10.0,
O=C(C)c1c2[nH]c3c(c2ccc1)cccc3,1361925,CHEMBL487901,No,,0,20.0,
O=C(C)c1cc(ccc1C)C(C)C,21171814,,,,0,20.0,
O=C(CC#N)c1nccc2c1[nH]c1c2cccc1,,,,,0,20.0,
O=C(CN)c1ccccc1,11458,CHEMBL128079,No,SID124893583,0,10.0,
O=C(CN=[N+]=[N-])c1nccc2c1[nH]c1c2cccc1,,,,,0,20.0,
O=C(C[C@@H]1N(C)[C@@H](CCC1)C[C@H](O)c1ccccc1)c1ccccc1,91814,CHEMBL122270,No,SID26751618|Alpha-Lobeline|Alpha-Lobeline Hydrochloride|SID90340738|SID50104285|(-)-Lobeline|SID29215024|SID144204451|,0,10.0,
O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C,5530,CHEMBL911,Yes,Ambien|SID26749064|Zolpidem|SID144205024|,254,10.0,
O=C(N(CC#C)C)c1ccc(cc1)CNC(=O)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(N(CC#C)C)c1ccc(cc1)CNC(=O)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(N(CC)CC)N1CCN(CC1)C,2944,CHEMBL684,Yes,Hetrazan|Diethylcarbamazine|,11,10.0,
O=C(N(CC)CC)[C@@]1(C[C@@H]1CN)c1ccccc1,59245,CHEMBL252923,No,Milnacipran,136,10.0,
O=C(N(CC)c1cc(ccc1)C=1n2ncc(c2N=CC=1)C#N)C,5517,CHEMBL1521,Yes,Sonata|SID29216208|L-846|LJC 10846|CL-284846|L846|ZAL-846|SID26719706|LJC-10846|Zaleplon|,24,10.0,
O=C(N(CC)c1ccccc1C)\C=C\C,599515,CHEMBL1200709,Yes,Eurax|SID26747823|SID85148369|SID26719689|Crotan|Crotamiton|,0,10.3,
O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,2867,CHEMBL556,Yes,Desferrioxamine|Deferoxamine|SID93577020|Desferal|,68,10.0,
O=C(N)C(CCN(C(C)C)C(C)C)(c1ccccc1)c1ncccc1,3002,CHEMBL517,Yes,SID50106174|SID85231006|Disopyramide|Norpace|SID85148360|SC-7031|SID90340571|SID90341382|Rythmodan|Norpace Cr|,2,10.0,
O=C(N)C(CC[N+]1(CCCCC1)C)(c1ccccc1)c1ccccc1,64566,CHEMBL1884833,No,Fenpiverinium|SID26758043|,0,10.1,
O=C(N)N1c2c(C=Cc3c1cccc3)cccc2,2457,CHEMBL108,Yes,Carbatrol|Equetro|Tegretol-Xr|Tegretol Xr|SID17389547|Tegretol|G-32883|SID56422193|SID26751576|Epitol|Carbamazepine|SID90341617|SID11110939|SID11110940|SID56314829|SID855967|Teril|SID50104203|SID124879629|,179,10.0,
O=C(N)[C@H]1NCCC1,99870,CHEMBL1222059,No,,0,10.0,
O=C(N)c1cccnc1,911,CHEMBL1140,Yes,SID29215143|SID8139965|Nicotinic Acid Amide|Nicotylamide|Niacinamide|Nicotinamide|,120,10.0,
O=C(N)c1nccnc1,1017,CHEMBL614,Yes,SID121269831|SID90341475|SID50105394|Pyrazinecarboxamide|SID26752748|SID8139959|SID17389747|Pyrazinamide|SID11111657|,105,10.0,
O=C(NC(C)C)c1ccc(cc1)CNNC,4746,CHEMBL1321,Yes,Matulane|Procarbazine|SID11112335|,139,10.0,
O=C(NC(CCCNC(N)=N)C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,12909,CHEMBL1907476,No,,0,10.0,
O=C(NC(Cc1ccccc1)(C)c1ccccc1)CN,54551,CHEMBL25843,No,Remacemide,0,10.0,
O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)c1nn(c2c1cccc2)C,4447620,,,,0,10.0,
O=C(NCCCCCC(=O)N(CC#C)C)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCCCCCC(=O)N(CC#C)C)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCC(=O)NCCN(CC#N)C)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCCCCCC(=O)NCCN(CC#N)C)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCC(=O)NN)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCCCCCC(=O)NN)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCC(=O)NNC(=O)CC)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCC(=O)NNC(=O)c1ccccc1)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCC(=O)NNC(=O)c1cccnc1)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCC(=O)NNc1ncccc1)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCCCCCC(=O)NNc1ncccc1)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCCCCCCC(=O)NO)c1cnc(nc1)N(c1ccccc1)c1ccccc1,28536129,CHEMBL2364628,No,Ricolinostat,0,50.0,
O=C(NCCCCCCNC(=O)C)C,3490,CHEMBL291481,No,SID26719684|SID855828|SID400297|Hexamethylenebisacetamide|SID56422195|,0,10.0,
O=C(NCCCN(C)C)c1c2c(ncc1-c1cccnc1)cccc2,334901,CHEMBL1981780,No,SID508788,0,10.0,
O=C(NCCCN(C)C)c1n(cc(NC(=O)CCn2c3ncnc(N)c3nc2)c1)C,9857786,,,,0,10.0,
O=C(NCCN(C)C)c1nccc2c1[nH]c1c2cccc1,159472,,,,0,20.0,
O=C(NCCN(CC)CC)c1ccc(N)cc1,4744,CHEMBL640,Yes,Pronestyl|SID11111691|Procainamide|SID90340905|Procan|SID26751611|Procanbid|Pronestyl-SR|SID11111690|Procapan|SID144203797|,12,10.0,
O=C(NCc1ccc(cc1)C(=O)NCCN(CC#N)C)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NN)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NN)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNC(=O)CC)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNC(=O)CC)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNC(=O)c1ccccc1)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNC(=O)c1ccccc1)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNC(=O)c1cccnc1)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNC(=O)c1cccnc1)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNc1ncccc1)c1cc2c(cc1)cccc2,,,,,0,10.0,
O=C(NCc1ccc(cc1)C(=O)NNc1ncccc1)c1cc2ncccc2cc1,,,,,0,10.0,
O=C(NN)c1ccncc1,3635,CHEMBL64,Yes,Rimifon|INH|SID855769|SID121269825|Hyzyd|SID17389848|Dow-Isoniazid|Isoniazid|Nydrazid|Stanozide|SID11112128|SID124881933|Laniazid|SID26746988|SID26751504|Isonicotinylhydrazine|SID49718175|,201,10.0,
O=C(NNCCC(=O)NCc1ccccc1)c1ccncc1,4317,CHEMBL1256841,No,SID855800|SID144203759|SID56422110|Nialamide|SID50104074|SID11111522|SID11111523|SID85231151|SID90341025|,0,10.0,
O=C(NO)C,1913,CHEMBL734,Yes,Acetohydroxamic acid|SID144204853|Acetohydroxamic Acid|Lithostat|SID26747835|,7734,10.0,
O=C(NO)C=Cc1ccc(cc1)CNCCc1c2c([nH]c1C)cccc2,5294028,CHEMBL483254,No,LBH589|Panobinostat|,233,50.0,
O=C(NO)N,3530,CHEMBL467,Yes,SID26747533|SID85231078|SID50106399|Hydroxyurea|Droxia|Hydroxycarbamide|SID90752|SID11111283|SQ-1089|SID57260119|SID90341681|Hydrea|,282,10.0,
O=C(NO)\C=C\c1cc2nc(n(c2cc1)CCN(CC)CC)CCCC,25027185,CHEMBL1851943,No,,0,50.0,
O=C(NO)c1ccc(NC(=O)[C@@H](C(C)C)c2ccccc2)cc1,5294039,CHEMBL191482,No,,0,50.0,
O=C(NO)c1ccc(cc1)Cn1c2CCN(Cc2c2c1cccc2)C,28295021,CHEMBL2018302,No,Tubastatin A,114945,10.0,
O=C(NO)c1cnc(nc1)N1CCC(CC1)CNCc1c2c(n(c1)C)cccc2,9713236,CHEMBL2105763,No,JNJ-26481585|Quisinostat|,0,50.0,
O=C(N[C@@H](CC(=O)N)C(=O)N[C@H]([C@H](O)CN1C[C@@H]2[C@H](C[C@H]1C(=O)NC(C)(C)C)CCCC2)Cc1ccccc1)c1nc2c(cc1)cccc2,390016,CHEMBL114,Yes,Saquinavir|Ro-318959000|Ro-31-8959|Invirase|Fortovase|SID49666064|,152,10.0,
O=C(Nc1c(cccc1C)C)C(N)C,35632,CHEMBL1762,Yes,W-36095|Tocainide|Tonocard|SID90341559|,0,10.0,
O=C(Nc1c(cccc1C)C)C1N(CCCC1)C,3922,CHEMBL1087,Yes,Mepivacaine|Polocaine|Polocaine-Mpf|Carbocaine|,70,10.0,
O=C(Nc1c(cccc1C)C)CN(CC)CC,3548,CHEMBL79,Yes,Lidocaine|Lidopen|Terramycin|SID11111384|Alphacaine|Anestacon|Lidocaton|Lignostab|SID11111385|Lidoderm|SID104171182|SID26751483|SID855682|Octocaine|Embolex|Iontocaine|Lignocaine|Dentipatch|Lignocaine Hcl|SID90340642|SID56422194|SID26751484|Xylocaine|LMX|,1585,9.6,
O=C(Nc1c(cccc1C)C)[C@H]1N(CCCC1)CCC,153165,CHEMBL1077896,Yes,SID26758019|Ropivacaine|,809,9.9,
O=C(Nc1cc(NC(=O)NCc2ccncc2)ccc1C)NCc1ccncc1,293006,,,,0,10.0,
O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C,5101,CHEMBL941,Yes,SID124892209|Gleevec|SID103905596|STI-571|Imatinib|SID50100104|SID124892208|SID29215405|SID124892207|SID26755316|,1100,10.0,
O=C(Nc1cc(ccc1)C)CCc1ccc(N2C(N=C(N=C2N)N)(C)C)cc1,247343,CHEMBL1906845,No,,0,10.0,
O=C(Nc1cc(ccc1)C=1NCCN=1)c1cc(ccc1)C(=O)Nc1cc(ccc1)C=1NCCN=1,366270,,,,0,10.0,
O=C(Nc1cc(n(c1)C)C(=O)NCCC(N)=N)c1n(cc(NC(=O)CNC(N)=N)c1)C,4306,CHEMBL307767,No,Netropsin,0,10.0,
O=C(Nc1ccc(cc1)C1=NC(CN1)C)NCCCNC(=O)Nc1ccc(cc1)C1=NC(CN1)C,369282,,,,0,10.0,
O=C(Nc1ccc(cc1)C=1NCCN=1)CCC(=O)Nc1ccc(cc1)C=1NCCN=1,368365,,,,0,10.0,
O=C(Nc1ccccc1)CCCCCCC(=O)NO,5120,CHEMBL98,Yes,Vorinostat|SID104171411|SID124893442|SID144207172|SID49645508|Zolinza|,815,10.0,
O=C(Nc1ccccc1)Nc1ccccc1,7314,CHEMBL354676,No,SID93576666|SID26747341|SID103904380|SID103904397|SID17389030|1|3-Diphenyl-Urea|1|3-Diphenylurea|,0,10.0,
O=C(Nc1ccccc1C)C(NCCC)C,4737,CHEMBL1194,Yes,SID90341069|Citanest|Prilocaine|,83,10.0,
O=C(Nc1ccccc1N)c1ccc(NC(=O)C)cc1,2644,CHEMBL235191,No,Tacedinaline|GOE-5549|CI-994|PD-123654|,3,50.0,
O=C(Nc1ncccc1)CCCCCCC(=O)NO,9922200,CHEMBL164872,No,Octanedioic acid hydroxyamide pyridin-2-ylamide,0,50.0,
O=C(OCC(COC(=O)NC(C)C)(C)CCC)N,2478,CHEMBL1233,Yes,Rela|SID17389120|SID124879774|SID85230985|SID56424069|SID50105222|SID855912|SID26752303|Carisoprodol|Soma|SID90341406|,12,10.0,
O=C([C@@H](\C=C(/C=C\C(=O)NO)\C)C)c1ccc(N(C)C)cc1,21467426,,,,0,1.0,
O=C([O-])C[C@@H](O)C[N+](C)(C)C,10455,CHEMBL1149,Yes,Levocarnitine Chloride|Bicarnesine|Carnitor|SID56320718|Carnitor Sf|Vitamin Bt|Carnitine|Levocarnitine|,29,10.0,
O=C(c1nccc2c1[nH]c1c2cccc1)[CH-][N+]#N,10362068,,,,0,20.0,
O=C(n1c2c(c3c1cccc3)ccnc2C)C,,,,,0,20.0,
O=C/1c2c(N\C\1=C\1/c3c(NC/1=O)cccc3)cccc2,4514277,CHEMBL259664,No,SID26683720|Indirubin|,13,10.0,
O=C1C(=C1c1ccccc1)c1ccccc1,58568,CHEMBL1373467,No,SID26719757|SID29217871|SID144205875|,0,-,
O=C1C2=Nc3n(nnn3)N=C2c2c1cccc2,487268,,,,0,20.0,
O=C1C2=Nn3c(nnc3N)N=C2c2c1cccc2,4827800,,,,0,20.0,
O=C1C=C(C)C(=O)C=C1C(C)C,9861,CHEMBL1672002,No,Thymoquinone,0,10.0,
O=C1C=C(n2c3c1nccc3c1c2cccc1)C,,,,,0,20.0,
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)C(=O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,5656,CHEMBL635,Yes,Meticorten|Prednisone Intensol|Rayos|SID144204565|SID17389753|Deltasone|Paracort|SID50085971|Orasone|Delta-Dome|Cortan|Sterapred|SID75351|SID56314869|Delta-dome|Fernisone|Liquid Pred|Prednicen-M|Prednisone|Servisone|,2332,10.0,
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,5552,CHEMBL131,Yes,SID50085972|Pediapred|Meti-derm|Desowen|Hydeltra-Tba|Pred-G|Servisone|Fernisolone-P|Meti-Derm|Meticortelone|Tridesilon|Delta-cortef|Poly-Pred|Prednisolone|Prelone|Verdeso|Hydeltra|Cortalone|Delta-Dome|Dermatop|Sterane|Delta-Cortef|Neo-Delta-Cortef|SID144204880|,3011,10.0,
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)COC(=O)C)C,5629,CHEMBL1152,Yes,Sterane|Pred Mild|Pred Forte|Meticortelone|Flo-Pred|Econopred|Omnipred|SID56422451|Prednisolone Acetate|Prednisolone acetate|SID855649|,7045,10.0,
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)COC(=O)CCC(O)=O)C,571099,CHEMBL485659,No,Prednisolone Succinate|Prednisolone Hemisuccinate|,3634,10.0,
O=C1C=C2[C@@]([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C,6485,CHEMBL650,Yes,Depo-Medrol|SID855789|U-67590A|SID82706|A-Methapred|M-Predrol|Methylprednisolone|Solu-Medrol|SID56424125|Medrol|,2355,10.0,
O=C1C=C2[C@@]([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(C[C@@H]3O)C)C[C@@H]2C)(C=C1)C,5666,CHEMBL1364144,No,SID50085428,0,10.0,
O=C1C=Cn2c3c1[n+](ccc3c1c2cccc1)C,,,,,0,20.0,
O=C1C=Cn2c3c1nccc3c1c2cccc1,,,,,0,20.0,
O=C1C=Cn2c3c1nccc3c1cc([N+](=O)[O-])ccc12,,,,,0,20.0,
O=C1CCC2=C3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1,115762,CHEMBL260538,Yes,Ulipristal acetate|VA2914|CDB-2914|Ellaone|ella|Ulipristal Acetate|,4707,10.0,
O=C1CCCC1Cc1ccc(cc1)C(C(O)=O)C,3828,CHEMBL19299,No,Loxomac|Loxoprofen|SID50106490|SID90341428|Oxeno|Loxoprofen Sodium|Loxonin|SID85231106|,22,10.0,
O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3)C)CCC2=C1,5994,CHEMBL1162,Yes,Nor-Qd|SID144204875|Combipatch|Errin|Micronor|Heather|Camila|Norethindrone|Norlutate|Femhrt|SID49647479|Activella|Aygestin|Norethisterone|Norlutin|Norethidrone|,163,10.0,
